Date,رقم القيد,              ,اسم المشروع معدل,اسم المشروع,Type,Amount,Code
1-Sep-21,1862,تسوية عملاء استثمار عقارى - تصحيح قيد تم اثباته بالخطأ ,رووف العبور ( وحدات مباعه ),رووف العبور ( وحدات مباعه ),الاستثمار,-180,7008
1-Sep-21,1863,تسوية عملاء استثمار عقارى - اثبات فروق ايراد وتكاليف استثمار عقارى,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,12000724,7003
1-Sep-21,1864,تسوية عملاء استثمار عقارى - اثبات مبيعات وحدات بمشروع ستون ريزيدنس,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,18585113,7003
1-Sep-21,1865,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايرادات الخاصه بمشروع ستون,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,652266,7003
1-Sep-21,1867,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايرادات المؤجله الى ايراد الاستثمار,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,97669,7001
1-Sep-21,1867,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايرادات المؤجله الى ايراد الاستثمار, الشمس 70 ( وحدات مباعه ), الشمس 70 ( وحدات مباعه ),الاستثمار,3597,7004
1-Sep-21,1867,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايرادات المؤجله الى ايراد الاستثمار,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار,7506,7007
1-Sep-21,1867,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايرادات المؤجله الى ايراد الاستثمار,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,135520,7003
1-Sep-21,1867,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايرادات المؤجله الى ايراد الاستثمار,جراج عمارة 14 دارنا ( وحدات مباعه ),جراج عمارة 14 دارنا ( وحدات مباعه ),الاستثمار,4158,7006
1-Sep-21,1867,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايرادات المؤجله الى ايراد الاستثمار,رووف العبور ( وحدات مباعه ),رووف العبور ( وحدات مباعه ),الاستثمار,774,7008
1-Sep-21,1867,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايرادات المؤجله الى ايراد الاستثمار,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,44345,7001
1-Sep-21,1867,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايرادات المؤجله الى ايراد الاستثمار,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار,194940,7007
1-Sep-21,1868,تسوية عملاء استثمار عقارى - اثبات مبيعات وحدة رقم 2 عمارة 13,رووف العبور ( وحدات مباعه ),رووف العبور ( وحدات مباعه ),الاستثمار,153000,7008
1-Sep-21,1869,تسوية عملاء استثمار عقارى - اثبات ايراد استثمار عقارى ناتج عن ملحق عقد بالزياده فى قيمه الوحده,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار,150141,7007
1-Sep-21,1870,تسوية عملاء استثمار عقارى - اثبات ايراد استثمار عقارى ناتج عن ملحق عقد بالزياده فى قيمه الوحده,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,130840,7001
1-Sep-21,1874,تسوية عملاء استثمار عقارى - اثبات ايراد استثمار عقارى ناتج عن ملحق عقد بالزياده فى قيمه الوحده,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,-1592469,7003
1-Sep-21,1877,تسوية عملاء استثمار عقارى - اثبات فرق عقد بيع البنك الاهلى المصرى مول دارنا,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,-4059439,7001
1-Sep-21,1878,تسوية عملاء استثمار عقارى - اثبات خصم تعجيل السداد الممنوح للعملاء, الشمس 70 ( وحدات مباعه ), الشمس 70 ( وحدات مباعه ),الاستثمار,-435,7004
1-Sep-21,1878,تسوية عملاء استثمار عقارى - اثبات خصم تعجيل السداد الممنوح للعملاء,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار,-122,7007
1-Sep-21,1881,تسوية عملاء استثمار عقارى - رد وحده مباعه للمخزون العقارى,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار,-359812.5,7007
1-Sep-21,0,ايراد السعوديه - خلال الربع الثالث 2021,عملية سارى - مقاولات,عملية سارى - مقاولات,تكاليف السعوديه,15831262.92,8001
1-Nov-21,1342,تسوية عملاء مقاولات - تسوية مستخلصات وملاحق عقود,المجزر الى,المجزر الى,المقاولات,-496442.88,4040
1-Nov-21,1345,تسوية عملاء مقاولات - تسوية مستخلصات جارى 1 و 2 و 3 قبل الصرف,ستون بارك,ستون بارك,المقاولات,6342967.5,4118
1-Nov-21,1347,تسوية عملاء مقاولات - تسوية ضريبه القيمه المضافه,مديريه امن الأقصر,مديريه امن الأقصر,المقاولات,3760842.3,4101
1-Dec-21,1994,تسوية عملاء مقاولات,الاسماعيليه الجديده,7ع الحى الخامس 173م - الاسماعيليه ,المقاولات,949347.1,4066
1-Dec-21,1995,تسوية عملاء مقاولات مستخلص رقم 25 بعد الصرف,العاصمه الادرايه,العاصمه الادرايه,المقاولات,17294999.17,4058
1-Dec-21,1996,تسوية عملاء مقاولات - مستخلص ميزانيه,كوبرى تقاطع الدائرى مع بديل السويس,كوبرى تقاطع الدائرى مع بديل السويس,المقاولات,175219847.1,4123
1-Dec-21,1997,تسوية عملاء مقاولات - مستخلص ميزانيه,كهرباء مول غرب الشروق,كهرباء مول غرب الشروق,المقاولات,-9813511.18,4073
1-Dec-21,1998,تسوية عملاء مقاولات - مستخلص ميزانيه,كوبرى تقاطع محمود على فهمى مع الاسمرات,كوبرى تقاطع محمود على فهمى مع الاسمرات,المقاولات,15122303.67,4116
1-Dec-21,1999,تسوية عملاء مقاولات - مستخلص ميزانيه,كوبرى تقاطع الاسمرات مع محور الشهيد,كوبرى تقاطع الاسمرات مع محور الشهيد,المقاولات,26752589.22,4115
1-Dec-21,2000,تسوية عملاء مقاولات - مستخلص ميزانيه,كبارى الضبعه,كبارى الضبعه,المقاولات,29898335.24,4120
1-Dec-21,2001,تسوية عملاء مقاولات - مستخلص ميزانيه,مديريه امن اسيوط,مديريه امن اسيوط,المقاولات,11673257.48,4121
1-Dec-21,2002,تسوية عملاء مقاولات - مستخلص ميزانيه,ستون بارك,ستون بارك,المقاولات,2853365,4118
1-Dec-21,2003,تسوية عملاء مقاولات - مستخلص 2و3و4 قبل الصرف,شاليهات - تلال السخنه,شاليهات - تلال السخنه,المقاولات,4752764,4126
1-Dec-21,2004,تسوية عملاء مقاولات - مستخلص ميزانيه,اعمال ترابيه - تلال السخنه,اعمال ترابيه - تلال السخنه,المقاولات,3522000,4119
1-Dec-21,2005,تسوية عملاء مقاولات - مستخلص ميزانيه,مبنى الحافلات – العاصمة الإدارية,مبنى الحافلات – العاصمة الإدارية,المقاولات,11246779.05,4107
1-Dec-21,2006,تسوية عملاء مقاولات - مستخلص 2و3و4و5 بعد الصرف,مبنى خدمات الفحص الفنى - 15مايو,مبنى خدمات الفحص الفنى - 15مايو,المقاولات,11396849.3,4093
1-Dec-21,2007,تسوية عملاء مقاولات - مستخلص 2و3و4و5 بعد الصرف,مبنى خدمات الفحص الفني - العبور,مبنى خدمات الفحص الفني - العبور,المقاولات,13578527.99,4080
1-Dec-21,2008,تسوية عملاء مقاولات - مستخلص 2و3و4و5 بعد الصرف,مبنى خدمات الفحص الفنى - سوهاج ,مبنى خدمات الفحص الفنى - سوهاج ,المقاولات,9356015.9,4094
1-Dec-21,2009,تسوية عملاء مقاولات - مستخلص ميزانيه,دار الايتام بالعبور,دار الايتام بالعبور,المقاولات,3818553.15,4102
1-Dec-21,2010,تسوية عملاء مقاولات - مستخلص ميزانيه,الاسماعيليه الجديده,4ع الحى الرابع 173م - الاسماعيليه ,المقاولات,112674.29,4070
1-Dec-21,2011,تسوية عملاء مقاولات - مستخلص 3و4و5 بعد الصرف,محطه الهنادى - الأقصر,محطه الهنادى - الأقصر,المقاولات,15396041.11,4100
1-Dec-21,2012,تسوية عملاء مقاولات - مستخلص 3و4و5و6 بعد الصرف,مبنى خدمات الفحص الفنى - بالقطامية ,مبنى خدمات الفحص الفنى - بالقطامية ,المقاولات,10909349.35,4085
1-Dec-21,2013,تسوية عملاء مقاولات - مستخلص ميزانيه,معسكر امن قنا,معسكر امن قنا,المقاولات,56158277.91,4096
1-Dec-21,2014,تسوية عملاء مقاولات - مستخلص ميزانيه,مديريه امن الأقصر,مديريه امن الأقصر,المقاولات,30534482.1,4101
1-Dec-21,2333,تسوية عملاء استثمار عقارى ديسمبر 2021 - اثبات ايراد استثمار عقارى ناتج عن ملحق عقد بالزياده فى قيمه الوحده,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,144482,7001
1-Dec-21,2334,تسوية عملاء استثمار عقارى ديسمبر 2021 - اثبات ايراد استثمار عقارى ناتج عن ملحق عقد بالزياده فى قيمه الوحده,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار,170860,7007
1-Dec-21,2335,تسوية عملاء استثمار عقارى ديسمبر 2021 - الغاء وحده نتيجه فسخ العقد ,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,-1427391,7003
1-Dec-21,2336,تسوية عملاء استثمار عقارى ديسمبر 2021 - تصحيح ماتم قيده بالخطأ فى قيد الربع الثالث ,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار,-104940,7007
1-Dec-21,2339,تسوية عملاء استثمار عقارى ديسمبر 2021 - اثبات الغاء وحده بمشروع دارنا نتيجه فسخ عقد الوحده,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,-642540,7001
1-Dec-21,2341,تسوية عملاء استثمار عقارى ديسمبر 2021 - اثبات فروق ايراد وتكاليف اسثنمار عقارى لوحدات مباعه ومسلمه للعملاء,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,3015165,7003
1-Dec-21,2342,تسوية عملاء استثمار عقارى ديسمبر 2021 - اثبات مبيعات وحدات بالمشروع تم تسليمها للعملاء,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,22530400,7003
1-Dec-21,2343,تسوية عملاء استثمار عقارى ديسمبر 2021 - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار العقارى,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,755456,7003
1-Dec-21,2344,تسوية عملاء استثمار عقارى ديسمبر 2021 - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار العقارى,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,74378,7001
1-Dec-21,2344,تسوية عملاء استثمار عقارى ديسمبر 2021 - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار العقارى, الشمس 70 ( وحدات مباعه ), الشمس 70 ( وحدات مباعه ),الاستثمار,2409,7004
1-Dec-21,2344,تسوية عملاء استثمار عقارى ديسمبر 2021 - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار العقارى,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار,6538,7007
1-Dec-21,2344,تسوية عملاء استثمار عقارى ديسمبر 2021 - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار العقارى,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,110592,7003
1-Dec-21,2344,تسوية عملاء استثمار عقارى ديسمبر 2021 - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار العقارى,جراج عمارة 14 دارنا ( وحدات مباعه ),جراج عمارة 14 دارنا ( وحدات مباعه ),الاستثمار,4158,7006
1-Dec-21,2344,تسوية عملاء استثمار عقارى ديسمبر 2021 - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار العقارى,رووف العبور ( وحدات مباعه ),رووف العبور ( وحدات مباعه ),الاستثمار,774,7008
1-Dec-21,2344,تسوية عملاء استثمار عقارى ديسمبر 2021 - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار العقارى,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار,143400,7007
1-Dec-21,2345,تسوية عملاء استثمار عقارى ديسمبر 2021 - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار العقارى,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,220855,7003
1-Dec-21,2346,تسوية عملاء استثمار عقارى ديسمبر 2021 -  اثبات خصم تعجيل السداد نتيجه سداد باقى قيمه الوحده نقدا,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,-150000,7003
1-Dec-21,2347,تسوية عملاء استثمار عقارى ديسمبر 2021 - اثبات خصم تعجيل السداد نتيجه سداد باقى قيمه الوحده نقدا,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,-40440,7003
1-Dec-21,2831,تسوية عملاء استثمار عقارى - اثبات مبيعات وحدات,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,53978157,7003
1-Dec-21,2832,تسوية عملاء استثمار عقارى - اثبات فرق ايراد وتكلفه استثمار عقارى لوحدات مسلمه ومباعه,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,2587973,7003
1-Dec-21,2833,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل الى لايراد الوحدات داخل محفظه التوزيع,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,556200,7003
1-Oct-21,1599,مبيعات خرسانة - محمود يحي,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,6315.79,3001
1-Nov-21,1628,اعادة تبويب,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,6493,3001
1-Nov-21,1623,الدوليه للمقاولات ,المخزن,المخزن,مخزن الاسمنت,239698.77,9001
1-Nov-21,1624,الدوليه للمقاولات ,المخزن,المخزن,مخزن الاسمنت,241780.35,9001
1-Nov-21,1625,الدوليه للمقاولات ,المخزن,المخزن,مخزن الاسمنت,355672.46,9001
1-Nov-21,1626,الدوليه للمقاولات ,المخزن,المخزن,مخزن الاسمنت,264994.91,9001
1-Dec-21,1923,الدوليه للمقاولات والتوريدات,المخزن,المخزن,مخزن الاسمنت,181652.46,9001
1-Dec-21,1924,الدوليه للمقاولات والتوريدات,المخزن,المخزن,مخزن الاسمنت,62249.12,9001
1-Dec-21,1925,الدوليه للمقاولات والتوريدات,المخزن,المخزن,مخزن الاسمنت,122119.3,9001
1-Dec-21,1926,بدايه للطرق والمقاولات,المخزن,المخزن,مخزن الاسمنت,170526.32,9001
1-Dec-21,3198,تسوية عملاء مقاولات - تسوية مستخلص ختامى بعد الصرف,مبنى خدمات الفحص الفني - بورسعيد,مبنى خدمات الفحص الفني - بورسعيد,المقاولات,-7972683.34,4079
1-Dec-21,3196,تسوية عملاء مقاولات 31/12/2021,الاسمرات,الاسمرات,المقاولات,-1170,4029
1-Dec-21,3223,تسوية عملاء مقاولات 31/12/2021,مستقبل مصر,مستقبل مصر,المقاولات,11180000,4125
1-Dec-21,0,ايراد السعوديه - خلال الربع الرابع 2021,عملية سارى - مقاولات,عملية سارى - مقاولات,تكاليف السعوديه,17730506,8001
1-Dec-21,3227,تسوية عملاء مقاولات - تسويه مستخلصات ميزانيه,كوبري تقاطع ترسا مع المريوطية - اللبيني ,كوبري تقاطع ترسا مع المريوطية - اللبيني ,المقاولات,-6666666.67,4098
1-Dec-21,3228,تسوية عملاء مقاولات - تسويه مستخلصات ميزانيه,22عمارة القاهرة,22عمارة القاهرة,المقاولات,-2669416.05,4082
1-Dec-21,3229,تسوية عملاء مقاولات - تسويه مستخلصات ميزانيه,مول ستون ستريت,مول ستون ستريت,المقاولات,-5000000,4075
1-Dec-21,3062,قيد اثبات عقد التوريق الخاص بالمجموعه الماليه - هيرمس,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,-7304255,7003
1-Jan-20,1085,مبيعات خرسانه الوادى,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,85184.21,3001
1-Jan-20,1086,مبيعات خرسانه م امير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,14026.32,3001
1-Jan-20,1087,مبيعات خرسانه الجيزه ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,11631.58,3001
1-Jan-20,1088,مبيعات خرسانه D.C.I ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,87368.42,3001
1-Jan-20,1089,مبيعات خرسانه A.H.M ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,88460.53,3001
1-Jan-20,1090,مبيعات خرسانه الميدان ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,229750,3001
1-Jan-20,1091,مبيعات خرسانه الوادى ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,269964.91,3001
1-Jan-20,1092,مبيعات خرسانه نحو ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,52456.14,3001
1-Jan-20,1093,مبيعات خرسانه بنادر ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,112850.88,3001
1-Jan-20,1094,مبيعات خرسانه هاى ايجي ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,91008.77,3001
1-Jan-20,1095,مبيعات خرسانه اسكوير  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,5473.68,3001
1-Jan-20,1096,مبيعات خرسانه الميدان  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,41929.82,3001
1-Jan-20,1097,مبيعات خرسانه A.H.M  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,14561.4,3001
1-Jan-20,1098,مبيعات خرسانه الوادى  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,260649.12,3001
1-Jan-20,1099,مبيعات خرسانه D.C.I  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,47894.74,3001
1-Jan-20,1100,مبيعات خرسانه هاى ايجي  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,6842.11,3001
1-Jan-20,1101,مبيعات خرسانه بنادر   ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,21842.11,3001
1-Jan-20,1194,تسوية عملاء مقاولات تسوية المستخلص الختامي,كليه رياض اطفال,كليه رياض اطفال,المقاولات,242436.59,4039
1-Feb-20,432,غرامة تأخير حمادة محمد عوض,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,16705,7003
1-Feb-20,889,مبيعات خرسانه.نحو,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,102657.89,3001
1-Feb-20,890,مبيعات خرسانه.الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,244263.16,3001
1-Feb-20,891,مبيعات خرسانه D.C.I,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,99500,3001
1-Feb-20,892,مبيعات خرسانه الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,61140.35,3001
1-Feb-20,893,مبيعات خرسانه الوادى,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,170052.63,3001
1-Feb-20,894,مبيعات خرسانه بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,34219.3,3001
1-Feb-20,895,مبيعات خرسانه سكوير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,12807.02,3001
1-Feb-20,896,مبيعات خرسانه هاى ايجي,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,105000,3001
1-Feb-20,1116,مبيعات خرسانه.A.H.M,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,64798.25,3001
1-Feb-20,1117,مبيعات خرسانه.هاى ايجي ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,37894.74,3001
1-Feb-20,1118,مبيعات خرسانه بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,101219.3,3001
1-Feb-20,1119,مبيعات خرسانه الوادى,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,21842.11,3001
1-Feb-20,1120,مبيعات خرسانه الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,122078.95,3001
1-Feb-20,1121,مبيعات خرسانه الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,36973.68,3001
1-Feb-20,1122,مبيعات خرسانه D.C.I,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,85912.28,3001
1-Feb-20,1123,مبيعات خرسانه سكوير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,32017.54,3001
1-Feb-20,1272,مبيعات خرسانه الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,150359.65,3001
1-Feb-20,1273,مبيعات خرسانه القاهره,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,176557.02,3001
1-Feb-20,1274,مبيعات خرسانه نحو,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,105570.18,3001
1-Feb-20,1275,مبيعات خرسانه الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,5473.68,3001
1-Feb-20,1276,مبيعات خرسانه هاي ايجي,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,12377.19,3001
1-Feb-20,1277,مبيعات خرسانه الوادى ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,57631.58,3001
1-Feb-20,1278,مبيعات خرسانه A.H.M ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,80087.72,3001
1-Feb-20,1311,تسويه عملاء مقاولات - تسوية فروق الأسعار,مصارف ابيار الثانيه ب,مصارف ابيار الثانيه ب,المقاولات,1801273.54,4055
1-Feb-20,1591,مبيعات الخرسانة - الفيروز,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,6842.11,3001
1-Mar-20,0,ايراد السعوديه عن الربع الأول,عملية سارى - مقاولات,عملية سارى - مقاولات,تكاليف السعوديه,18303896,8001
1-Mar-20,818,مبيعات الخرسانة - تعمير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,11649.12,3001
1-Mar-20,819,مبيعات الخرسانة - الزايد,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,21131.58,3001
1-Mar-20,820,مبيعات الخرسانة - الوادي,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,437122.81,3001
1-Mar-20,821,مبيعات الخرسانة - الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,40640.35,3001
1-Mar-20,822,مبيعات الخرسانة - هاي ايجي,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,21842.11,3001
1-Mar-20,823,مبيعات الخرسانة - دي سي اي,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,21842.11,3001
1-Mar-20,824,مبيعات الخرسانة - القاهرة,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,80087.72,3001
1-Mar-20,825,مبيعات الخرسانة - ايه اتش ام,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,22570.18,3001
1-Mar-20,826,مبيعات الخرسانة - الجيزة,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,41622.81,3001
1-Mar-20,1081,مبيعات يناير 2020,محطه خلط الشروق,محطه خلط الشروق,محطات خلط الخرسانه,18750,3002
1-Mar-20,1143,مبيعات خرسانه ايماك,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,12631.58,3001
1-Mar-20,1144,مبيعات خرسانه بنادر الاستثماريه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,109210.53,3001
1-Mar-20,1145,مبيعات خرسانه الوادى ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,111254.39,3001
1-Mar-20,1146,مبيعات خرسانه القاهره ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,288017.54,3001
1-Mar-20,1332,تسوية استثمار عقارى - اثبات مبيعات عدد 18 باكيه جراج عمارة 14 - في 31/3/2020,جراج عمارة 14 دارنا ( وحدات مباعه ),جراج عمارة 14 دارنا ( وحدات مباعه ),الاستثمار,836000,7006
1-Mar-20,1333,اثبات ملحق عقد بالزياده في قيمة الوحده في 31/3/2020,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,278305,7003
1-Mar-20,1334,اثبات ملحق عقد بالزياده في قيمة الوحده في 31/3/2020, الشمس 70 ( وحدات مباعه ), الشمس 70 ( وحدات مباعه ),الاستثمار,153950,7004
1-Mar-20,1335,اثبات خصم اعجيل السداد الممنوح لعملاء الاستثمار العقارى خلال الربع الأول 2020,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,-4730,7001
1-Mar-20,1335,اثبات خصم اعجيل السداد الممنوح لعملاء الاستثمار العقارى خلال الربع الأول 2020, الشمس 70 ( وحدات مباعه ), الشمس 70 ( وحدات مباعه ),الاستثمار,-610,7004
1-Mar-20,1339,اثبات تحويل جزء من الايراد المؤجل لايرادات الاستثمار العقارى في 31/3/2020,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,389753,7001
1-Mar-20,1339,اثبات تحويل جزء من الايراد المؤجل لايرادات الاستثمار العقارى في 31/3/2020, الشمس 70 ( وحدات مباعه ), الشمس 70 ( وحدات مباعه ),الاستثمار,146104,7004
1-Mar-20,1339,اثبات تحويل جزء من الايراد المؤجل لايرادات الاستثمار العقارى في 31/3/2020,الريهام ( وحدات مباعه ),الريهام ( وحدات مباعه ),الاستثمار,7163,7005
1-Mar-20,1339,اثبات تحويل جزء من الايراد المؤجل لايرادات الاستثمار العقارى في 31/3/2020,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار,24644,7007
1-Mar-20,1339,اثبات تحويل جزء من الايراد المؤجل لايرادات الاستثمار العقارى في 31/3/2020,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,109121,7003
1-Mar-20,1339,اثبات تحويل جزء من الايراد المؤجل لايرادات الاستثمار العقارى في 31/3/2020,جراج عمارة 14 دارنا ( وحدات مباعه ),جراج عمارة 14 دارنا ( وحدات مباعه ),الاستثمار,7800,7006
1-Mar-20,1339,اثبات تحويل جزء من الايراد المؤجل لايرادات الاستثمار العقارى في 31/3/2020,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,133373,7001
1-Mar-20,1436,تعويضات عمليه 4عمارة الحى الثانى 160م,الاسماعيليه الجديده,4ع الحى الثانى 160م - الاسماعيليه ,المقاولات,2443536.06,4068
1-Mar-20,1437,تعويضات عمليه 8عمارة الحى الثانى 173م,الاسماعيليه الجديده,8ع الحى الثانى 173م - الاسماعيليه ,المقاولات,8200758.02,4065
1-Mar-20,1438,تسوية المتبقى من فروق الأسعار من مستخلص 1 : 37,كليه رياض اطفال,كليه رياض اطفال,المقاولات,5155608.09,4039
1-Mar-20,1439,تسوية مستخلص جارى 3 بعد الصرف ,مصارف شوبر,مصارف شوبر,المقاولات,1039085.1,4061
