Date,رقم القيد,              ,اسم المشروع معدل,اسم المشروع,Type,Amount,Code
1-Dec-22,1700,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/12/2022,مستقبل مصر 2 - القوات الجويه,مستقبل مصر 2 - القوات الجويه,المقاولات,4426253.33,4149
1-Dec-22,1702,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/12/2022,معسكر امن قنا,معسكر امن قنا,المقاولات,11139264.37,4096
1-Dec-22,1703,تسوية عملاء مقاولات - تسوية مستخلص 1 ختامى,كبارى الضبعه,كبارى الضبعه,المقاولات,7566658.12,4120
1-Dec-22,1704,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/12/2022,تطوير كورنيش المقطم,تطوير كورنيش المقطم,المقاولات,12499781.13,4151
1-Dec-22,1705,تسوية عملاء مقاولات - تسوية مستخلص 1 ختامى,مبنى الحافلات – العاصمة الإدارية,مبنى الحافلات – العاصمة الإدارية,المقاولات,3809523.81,4107
1-Dec-22,1706,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/12/2022,كبارى جمصه,كبارى جمصه,المقاولات,34567722.86,4117
1-Dec-22,1707,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/12/2022,نفق 26 يوليو,نفق 26 يوليو,المقاولات,19226895.24,4131
1-Dec-22,1708,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/12/2022,كوبرى الفرقه الخامسه,كوبرى الفرقه الخامسه,المقاولات,1429798.24,4128
1-Dec-22,1709,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/12/2022,كوبرى الطريق الابيض,كوبرى الطريق الابيض,المقاولات,9252422.35,4130
1-Dec-22,1710,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/12/2022,ستون بارك - فيلات,ستون بارك - فيلات,المقاولات,5753568.02,4152
1-Dec-22,1713,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/12/2022,مبنى خدمات الفحص الفني - اسوان,مبنى خدمات الفحص الفني - اسوان,المقاولات,850761.89,4124
1-Dec-22,1719,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/12/2022,محطه الهنادى - الأقصر,محطه الهنادى - الأقصر,المقاولات,36652399.89,4100
1-Dec-22,2273,تسوية عملاء استثمار عقارى - اثبات ايراد استثمار عقارى ناتج عن ملحق عقد بالزياده فى قيمه الوحده ,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,290450,7001
1-Dec-22,2274,تسوية عملاء استثمار عقارى - اثبات ايراد استثمار عقارى لوحدات مباعه وتم تسليمها,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,13080100,7003
1-Dec-22,2275,تسوية عملاء استثمار عقارى - اثبات مبيعات استثمار عقارى لوحدات مباعه وتم تسليمها,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,40945250,7003
1-Dec-22,2276,تسوية عملاء استثمار عقارى - اثبات مبيعات استثمار عقارى لوحدات مباعه وتم تسليمها وتم اثبات الايراد بالكامل - وحدات التوريق الاصدار الثالث,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,28863250,7003
1-Dec-22,2277,تسوية عملاء استثمار عقارى - رفع نسبه الايراد الى 100% وذلك للوحدات الموجوده داخل الاصدار الثالث للتوريق والتى تم تسليمها للعملاء فعليا,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,1496093,7003
1-Dec-22,2278,تسوية عملاء استثمار عقارى - اثبات ايراد وتكاليف لوحدات استثمار عقارى مسلمه خلال الربع الرابع,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,750200,7003
1-Dec-22,2279,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل لايرادات الاستثمار العقارى لوحدات مسلمه فعليا,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,351760,7003
1-Dec-22,2280,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل لايرادات الاستثمار العقارى,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,287871,7003
1-Dec-22,2281,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل لايرادات الاستثمار العقارى,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,13320,7001
1-Dec-22,2281,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل لايرادات الاستثمار العقارى, الشمس 70 ( وحدات مباعه ), الشمس 70 ( وحدات مباعه ),الاستثمار,608,7004
1-Dec-22,2281,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل لايرادات الاستثمار العقارى,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,58575,7003
1-Dec-22,2281,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل لايرادات الاستثمار العقارى,جراج عمارة 14 دارنا ( وحدات مباعه ),جراج عمارة 14 دارنا ( وحدات مباعه ),الاستثمار,4158,7006
1-Dec-22,2281,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل لايرادات الاستثمار العقارى,رووف العبور ( وحدات مباعه ),رووف العبور ( وحدات مباعه ),الاستثمار,774,7008
1-Dec-22,2286,تسوية عملاء استثمار عقارى - اثبات الاصدار الثالث والخاص بالنك التجارى الدولى واثبات القيمه المستحقه للشركه,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,-27253507,7003
1-Dec-22,2332,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/12/2022,الوحده الصحيه قريه الصهريج - اسيوط,الوحده الصحيه قريه الصهريج - اسيوط,المقاولات,2029761.9,4154
1-Dec-22,2333,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/12/2022,الوحده الصحيه قريه الحواتكه - اسيوط,الوحده الصحيه قريه الحواتكه - اسيوط,المقاولات,2520528.57,4156
1-Dec-22,2334,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/12/2022,الوحده الصحيه قريه العزيه - اسيوط,الوحده الصحيه قريه العزيه - اسيوط,المقاولات,4574428.57,4155
1-Dec-22,2327,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/12/2022,تنسيق الموقع - الميدان,تنسيق الموقع - الميدان,المقاولات,57333333.33,4158
1-Dec-22,2327,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/12/2022,اعمال الرى والزراعه - الميدان,اعمال الرى والزراعه - الميدان,المقاولات,29772190.48,4159
1-Dec-22,2327,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/12/2022,الاعمال الصحيه - الميدان,الاعمال الصحيه - الميدان,المقاولات,30870476.19,4160
1-Dec-22,2327,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/12/2022,الاعمال الكهربائيه - الميدان,الاعمال الكهربائيه - الميدان,المقاولات,23242857.14,4161
1-Dec-22,2327,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/12/2022,اعمال دهانات الواجهات - الميدان,اعمال دهانات الواجهات - الميدان,المقاولات,49821904.76,4162
1-Nov-22,1687,مبيعات الخرسانه الجيزه للمقاولات,محطه خلط بروكس,محطه خلط بروكس,محطات خلط الخرسانه,107120,3004
1-Nov-22,1688,مبيعات الخرسانه الجيزه للمقاولات,محطه خلط بروكس,محطه خلط بروكس,محطات خلط الخرسانه,16640,3004
1-Dec-22,2318,تعديل القيد رقم 1502 شهر يوليو 2022 - الاصدار الثانى الخاص بالمجموعه الماليه للتوريق,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,-11315602,7003
1-Dec-22,3064,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/12/2022,سجن سوهاج المطور,سجن سوهاج المطور,المقاولات,-4459296.08,4126
1-Dec-22,0,تسوية ايراد السعوديه عن الربع الرابع,عملية سارى - السعوديه,عملية سارى - السعوديه,السعوديه,17783767,8001
1-Jan-21,349,مبيعات خرسانه الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,62614.04,3001
1-Jan-21,350,مبيعات خرسانه الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,47894.74,3001
1-Jan-21,351,مبيعات خرسانه AHM,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,17473.68,3001
1-Jan-21,352,مبيعات خرسانه بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,249456.14,3001
1-Jan-21,353,مبيعات خرسانه القاهره,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,376166.67,3001
1-Jan-21,354,مبيعات خرسانه سكوير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,4368.42,3001
1-Jan-21,421,مبيعات خرسانه الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,32035.09,3001
1-Jan-21,422,مبيعات خرسانه الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,7394.74,3001
1-Jan-21,423,مبيعات خرسانه بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,155543.86,3001
1-Jan-21,424,مبيعات خرسانه القاهره,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,375087.72,3001
1-Jan-21,425,مبيعات خرسانه سكوير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,1280.7,3001
1-Jan-21,426,مبيعات خرسانه الوادى,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,65991.23,3001
1-Jan-21,820,مبيعات خرسانه بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,119469.3,3001
1-Jan-21,821,مبيعات خرسانه القاهره,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,12807.02,3001
1-Jan-21,822,مبيعات خرسانه سكوير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,101929.82,3001
1-Jan-21,823,مبيعات خرسانه وادى ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,6842.11,3001
1-Jan-21,824,مبيعات خرسانه الصفا ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,5815.79,3001
1-Jan-21,825,مبيعات خرسانه الصفوه ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,3078.95,3001
1-Jan-21,826,مبيعات خرسانه الجيزه ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,39315.79,3001
1-Jan-21,827,مبيعات خرسانه الميدان ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,60368.42,3001
1-Jan-21,828,مبيعات خرسانه نحو ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,8894.74,3001
1-Jan-21,829,مبيعات خرسانه هاي ايجي ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,41508.77,3001
1-Jan-21,830,مبيعات خرسانه بنادر  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,270114.04,3001
1-Jan-21,831,مبيعات خرسانه القاهره  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,186333.33,3001
1-Jan-21,832,مبيعات خرسانه الوادى  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,55719.3,3001
1-Jan-21,833,مبيعات خرسانه الصفا  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,2736.84,3001
1-Jan-21,1080,تسوية عملاء مقاولات يناير 2021 - تسوية المستخلص الختامي - قبل الصرف,كوبرى الحى العاشر 1,كوبرى الحى العاشر 1,المقاولات,2015467.1,4078
1-Jan-21,1081,تسوية عملاء مقاولات يناير 2021 - تسوية المستخلص الختامي - قبل الصرف,كوبرى القنطرة الجنوبى - بور سعيد,كوبرى القنطرة الجنوبى - بور سعيد,المقاولات,9167981.1,4074
1-Feb-21,988,مبيعات خرسانه الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,38666.67,3001
1-Feb-21,989,مبيعات خرسانه الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,44912.28,3001
1-Feb-21,990,مبيعات خرسانه بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,39587.72,3001
1-Feb-21,991,مبيعات خرسانه امير احمد,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,5473.68,3001
1-Feb-21,992,مبيعات خرسانه الجيزه ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,38000,3001
1-Feb-21,993,مبيعات خرسانه الميدان ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,40771.93,3001
1-Feb-21,994,مبيعات خرسانه بنادر ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,46596.49,3001
1-Feb-21,995,مبيعات خرسانه امير احمد ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,2736.84,3001
1-Feb-21,996,مبيعات خرسانه امير احمد ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,2491.23,3001
1-Feb-21,997,مبيعات خرسانه الجيزه  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,203684.21,3001
1-Feb-21,998,مبيعات خرسانه الميدان  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,6552.63,3001
1-Feb-21,999,مبيعات خرسانه بنادر  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,102798.25,3001
1-Feb-21,1000,مبيعات خرسانه القاهره  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,27368.42,3001
1-Feb-21,1001,مبيعات خرسانه سكوير  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,13684.21,3001
1-Feb-21,1002,مبيعات خرسانه الوادى  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,73070.18,3001
1-Feb-21,1003,مبيعات خرسانه الصفا  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,5473.68,3001
1-Feb-21,1004,مبيعات خرسانه القاهره  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,421666.67,3001
1-Feb-21,1005,مبيعات خرسانه سكوير  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,75263.16,3001
1-Feb-21,1053,تسوية عملاء مقاولات فبراير 2021 - تسوية قيمة التعويضات,الاسماعيليه الجديده,4ع الحى الرابع 173م - الاسماعيليه ,المقاولات,4100378.99,4070
1-Feb-21,1059,تسوية عملاء مقاولات فبراير 2021 - تسوية مستخلص 5+6 بعد الصرف,مبنى خدمات الفحص الفني - بورسعيد,مبنى خدمات الفحص الفني - بورسعيد,المقاولات,10514448.31,4079
1-Mar-21,0,ايراد السعوديه - خلال الربع الاول 2021,عملية سارى - مقاولات,عملية سارى - مقاولات,تكاليف السعوديه,15036008,8001
1-Mar-21,404,مبيعات خرسانه الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,66000,3001
1-Mar-21,405,مبيعات خرسانه الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,20526.32,3001
1-Mar-21,406,مبيعات خرسانه بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,27368.42,3001
1-Mar-21,407,مبيعات خرسانه القاهره,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,356754.39,3001
1-Mar-21,408,مبيعات خرسانه سكوير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,32763.16,3001
1-Mar-21,409,مبيعات خرسانه امير احمد,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,15736.84,3001
1-Mar-21,420,النيل للخرسانه,المخزن,المخزن,مخزن الاسمنت,899052.63,9001
1-Mar-21,1272,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,الاسماعيليه الجديده,7ع الحى الخامس 173م - الاسماعيليه ,المقاولات,66070.48,4066
1-Mar-21,1272,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,الاسماعيليه الجديده,4ع الحى الثانى 160م - الاسماعيليه ,المقاولات,24872.86,4068
1-Mar-21,1272,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,الاسماعيليه الجديده,8ع الحى الثانى 173م - الاسماعيليه ,المقاولات,1424767.62,4065
1-Mar-21,1272,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,الاسماعيليه الجديده,20ع الحى الثانى 160م - الاسماعيليه ,المقاولات,1341049.05,4067
1-Mar-21,1272,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,الاسماعيليه الجديده,2ع الحى الثانى 160م - الاسماعيليه ,المقاولات,203.81,4069
1-Mar-21,1272,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,الاسماعيليه الجديده,4ع الحى الرابع 173م - الاسماعيليه ,المقاولات,21240,4070
1-Mar-21,1272,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,الاسماعيليه الجديده,4ع الحى الرابع 173م - الاسماعيليه ,المقاولات,4628.57,4070
1-Mar-21,1273,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,كهرباء مول غرب الشروق,كهرباء مول غرب الشروق,المقاولات,4972482.38,4073
1-Mar-21,1274,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,كوبري تقاطع ترسا مع المريوطية - اللبيني ,كوبري تقاطع ترسا مع المريوطية - اللبيني ,المقاولات,96541184.8,4098
1-Mar-21,1275,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,معسكر امن قنا,معسكر امن قنا,المقاولات,29523809.5,4096
1-Mar-21,1276,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,مديريه امن الأقصر,مديريه امن الأقصر,المقاولات,31133547.6,4101
1-Mar-21,1277,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,مول ستون ستريت,مول ستون ستريت,المقاولات,11641303.4,4075
1-Mar-21,1278,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,تشطيبات مول غرب الشروق,تشطيبات مول غرب الشروق,المقاولات,3445343.9,4062
1-Mar-21,1280,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,دار الايتام بالعبور,دار الايتام بالعبور,المقاولات,150000,4102
1-Mar-21,1281,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,مبنى خدمات الفحص الفني - بورسعيد,مبنى خدمات الفحص الفني - بورسعيد,المقاولات,25968228.4,4079
1-Mar-21,1282,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,منافذ امان,منافذ امان,المقاولات,1236190.5,4090
1-Mar-21,1283,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,57ع. رؤية,57ع. رؤية,المقاولات,12373243.5,4023
1-Mar-21,1284,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,العاصمه الادرايه,العاصمه الادرايه,المقاولات,25602197.9,4058
1-Mar-21,1285,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,22عمارة القاهرة,22عمارة القاهرة,المقاولات,5212026.5,4082
1-Mar-21,1287,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,رصف طرق كباري الاسماعيليه,رصف طرق كباري الاسماعيليه,المقاولات,7654384.84,4095
1-Mar-21,1682,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,167361,7001
1-Mar-21,1682,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار, الشمس 70 ( وحدات مباعه ), الشمس 70 ( وحدات مباعه ),الاستثمار,48436,7004
1-Mar-21,1682,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار,الريهام ( وحدات مباعه ),الريهام ( وحدات مباعه ),الاستثمار,1439,7005
1-Mar-21,1682,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار,15677,7007
1-Mar-21,1682,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,109121,7003
1-Mar-21,1682,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار,جراج عمارة 14 دارنا ( وحدات مباعه ),جراج عمارة 14 دارنا ( وحدات مباعه ),الاستثمار,4158,7006
1-Mar-21,1682,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,44366,7001
1-Mar-21,1683,تسوية عملاء استثمار عقارى - ملحق عقد بالزياده فى قيمه الوحده,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار,193000,7007
1-Mar-21,1684,تسوية عملاء استثمار عقارى - الغاء وحده مباعه بالمشروع,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,-953830,7003
1-Mar-21,1690,تسوية عملاء استثمار عقارى - اثبات خصم تعجيل السداد الممنوح للعملاء,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,-495,7001
1-Mar-21,1690,تسوية عملاء استثمار عقارى - اثبات خصم تعجيل السداد الممنوح للعملاء,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,-30312,7003
1-Mar-21,1691,تسوية عملاء استثمار عقارى - اثبات خصم تعجيل السداد الممنوح للعملاء,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,-500,7001
1-Mar-21,2071,مبيعات الخرسانة - الجيزة,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,68666.67,3001
1-Mar-21,2072,مبيعات الخرسانة - نحو,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,56991.23,3001
1-Mar-21,2073,مبيعات الخرسانة - هاي ايجي,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,83131.58,3001
1-Mar-21,2074,مبيعات الخرسانة - بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,145991.23,3001
1-Mar-21,2075,مبيعات الخرسانة - القاهرة,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,12807.02,3001
1-Mar-21,2076,مبيعات الخرسانة - دي سي أي,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,37140.35,3001
1-Mar-21,2077,مبيعات الاسمنت - النيل,المخزن,المخزن,مخزن الاسمنت,3043984.74,9001
1-Mar-21,2226,تسوية عملاء استثمار عقارى - اثبات مبيعات وحدات ستون,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,10348773,7003
1-Mar-21,2228,تسوية عملاء استثمار عقارى - اثبات جزء من الايراد المؤجل الى ايراد الاستثمار,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,356552,7003
1-Apr-21,323,النيل للخرسانه الجاهزه,المخزن,المخزن,مخزن الاسمنت,2355652.37,9001
1-Apr-21,887,مبيعات خرسانه الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,30000,3001
1-Apr-21,888,مبيعات خرسانه القاهره,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,139719.3,3001
1-Apr-21,889,مبيعات خرسانه الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,207421.05,3001
1-Apr-21,890,مبيعات خرسانه الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,13508.77,3001
1-Apr-21,891,مبيعات خرسانه بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,12736.84,3001
1-Apr-21,892,مبيعات خرسانه القاهره,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,390692.98,3001
1-Apr-21,893,مبيعات خرسانه القاهره,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,355087.72,3001
1-Apr-21,894,مبيعات خرسانه الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,24833.33,3001
1-Apr-21,895,مبيعات خرسانه  محمود السيد,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,16776.32,3001
1-Apr-21,896,مبيعات خرسانه  امير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,27605.26,3001
1-May-21,1160,مبيعات خرسانه اسكوير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,26776.32,3001
1-May-21,1436,مبيعات الخرسانة - الجيزة,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,35942.98,3001
1-May-21,1437,مبيعات الخرسانة - بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,20842.11,3001
1-May-21,1441,مبيعات الاسمنت - النيل,المخزن,المخزن,مخزن الاسمنت,1206807.02,9001
1-Jun-21,0,ايراد السعوديه - خلال الربع الثانى 2021,عملية سارى - مقاولات,عملية سارى - مقاولات,تكاليف السعوديه,10865961.08,8001
1-Jun-21,1724,تسوية عملاء استثمار عقارى اثبات مبيعات وحدات بمشروع ستون ريزيدن تم تسليمها للعملاء  فى 30/6/2021,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,28436390,7003
1-Jun-21,1725,تسوية عملاء استثمار عقارى اثبات مبيعات وحدات بمشروع مول دارنا  1/4/2021,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,1000000,7001
1-Jun-21,1726,تسوية عملاء استثمار عقارى اثبات مبيعات وحدة استثمار عقارى بمشروع دارنا,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,642323,7001
1-Jun-21,1727,تسوية عملاء استثمار عقارى اثبات مبيعات وحدة استثمار عقارى بمشروع دارنا,رووف العبور ( وحدات مباعه ),رووف العبور ( وحدات مباعه ),الاستثمار,253873,7008
1-Jun-21,1728,تسوية عملاء استثمار عقارى اثبات مبيعات وحده رقم 1 عمارة 17,رووف العبور ( وحدات مباعه ),رووف العبور ( وحدات مباعه ),الاستثمار,230400,7008
1-Jun-21,1729,تسوية عملاء استثمار عقارى اثبات تحويل جزء من الايراد المؤجل للايراد,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار,1128614,7003
1-Jun-21,1730,تسوية عملاء استثمار عقارى الغاء عقد البيع لوحده بالمشروع بحكم المحكمه,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,-503880,7001
1-Jun-21,1749,تسويه عملاء استثمار عقارى - اثبات تحويل من الايراد المؤجل لايراد الاستثمار العقارى,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار,122648,7001
1-Jun-21,1749,تسويه عملاء استثمار عقارى - اثبات تحويل من الايراد المؤجل لايراد الاستثمار العقارى, الشمس 70 ( وحدات مباعه ), الشمس 70 ( وحدات مباعه ),الاستثمار,5418,7004
