Date,رقم القيد,              ,اسم المشروع معدل,اسم المشروع,Type,Amount,Code
1/1/2021,832,مبيعات خرسانه الوادى  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,55719.3,3001
1/1/2021,833,مبيعات خرسانه الصفا  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,2736.84,3001
1/1/2021,1080,تسوية عملاء مقاولات يناير 2021 - تسوية المستخلص الختامي - قبل الصرف,كوبرى الحى العاشر 1,كوبرى الحى العاشر 1,المقاولات,2015467.1,4078
1/1/2021,1081,تسوية عملاء مقاولات يناير 2021 - تسوية المستخلص الختامي - قبل الصرف,كوبرى القنطرة الجنوبى - بور سعيد,كوبرى القنطرة الجنوبى - بور سعيد,المقاولات,9167981.1,4074
2/1/2021,988,مبيعات خرسانه الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,38666.67,3001
2/1/2021,989,مبيعات خرسانه الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,44912.28,3001
2/1/2021,990,مبيعات خرسانه بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,39587.72,3001
2/1/2021,991,مبيعات خرسانه امير احمد,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,5473.68,3001
2/1/2021,992,مبيعات خرسانه الجيزه ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,38000,3001
2/1/2021,993,مبيعات خرسانه الميدان ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,40771.93,3001
2/1/2021,994,مبيعات خرسانه بنادر ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,46596.49,3001
2/1/2021,995,مبيعات خرسانه امير احمد ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,2736.84,3001
2/1/2021,996,مبيعات خرسانه امير احمد ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,2491.23,3001
2/1/2021,997,مبيعات خرسانه الجيزه  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,203684.21,3001
2/1/2021,998,مبيعات خرسانه الميدان  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,6552.63,3001
2/1/2021,999,مبيعات خرسانه بنادر  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,102798.25,3001
2/1/2021,1000,مبيعات خرسانه القاهره  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,27368.42,3001
2/1/2021,1001,مبيعات خرسانه سكوير  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,13684.21,3001
2/1/2021,1002,مبيعات خرسانه الوادى  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,73070.18,3001
2/1/2021,1003,مبيعات خرسانه الصفا  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,5473.68,3001
2/1/2021,1004,مبيعات خرسانه القاهره  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,421666.67,3001
2/1/2021,1005,مبيعات خرسانه سكوير  ,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,75263.16,3001
2/1/2021,1053,تسوية عملاء مقاولات فبراير 2021 - تسوية قيمة التعويضات,الاسماعيليه الجديده,4ع الحى الرابع 173م - الاسماعيليه ,المقاولات,4100378.99,4070
2/1/2021,1059,تسوية عملاء مقاولات فبراير 2021 - تسوية مستخلص 5+6 بعد الصرف,مبنى خدمات الفحص الفني - بورسعيد,مبنى خدمات الفحص الفني - بورسعيد,المقاولات,10514448.31,4079
3/1/2021,0,ايراد السعوديه - خلال الربع الاول 2021,عملية سارى - مقاولات,عملية سارى - مقاولات,تكاليف السعوديه,15036008,8001
3/1/2021,404,مبيعات خرسانه الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,66000,3001
3/1/2021,405,مبيعات خرسانه الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,20526.32,3001
3/1/2021,406,مبيعات خرسانه بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,27368.42,3001
3/1/2021,407,مبيعات خرسانه القاهره,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,356754.39,3001
3/1/2021,408,مبيعات خرسانه سكوير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,32763.16,3001
3/1/2021,409,مبيعات خرسانه امير احمد,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,15736.84,3001
3/1/2021,420,النيل للخرسانه,المخزن,المخزن,مخزن الاسمنت,899052.63,9001
3/1/2021,1272,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,الاسماعيليه الجديده,7ع الحى الخامس 173م - الاسماعيليه ,المقاولات,66070.48,4066
3/1/2021,1272,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,الاسماعيليه الجديده,4ع الحى الثانى 160م - الاسماعيليه ,المقاولات,24872.86,4068
3/1/2021,1272,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,الاسماعيليه الجديده,8ع الحى الثانى 173م - الاسماعيليه ,المقاولات,1424767.62,4065
3/1/2021,1272,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,الاسماعيليه الجديده,20ع الحى الثانى 160م - الاسماعيليه ,المقاولات,1341049.05,4067
3/1/2021,1272,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,الاسماعيليه الجديده,2ع الحى الثانى 160م - الاسماعيليه ,المقاولات,203.81,4069
3/1/2021,1272,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,الاسماعيليه الجديده,4ع الحى الرابع 173م - الاسماعيليه ,المقاولات,21240,4070
3/1/2021,1272,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,الاسماعيليه الجديده,4ع الحى الرابع 173م - الاسماعيليه ,المقاولات,4628.57,4070
3/1/2021,1273,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,كهرباء مول غرب الشروق,كهرباء مول غرب الشروق,المقاولات,4972482.38,4073
3/1/2021,1274,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,كوبري تقاطع ترسا مع المريوطية - اللبيني ,كوبري تقاطع ترسا مع المريوطية - اللبيني ,المقاولات,96541184.8,4098
3/1/2021,1275,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,معسكر امن قنا,معسكر امن قنا,المقاولات,29523809.5,4096
3/1/2021,1276,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,مديريه امن الأقصر,مديريه امن الأقصر,المقاولات,31133547.6,4101
3/1/2021,1277,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,مول ستون ستريت,مول ستون ستريت,المقاولات,11641303.4,4075
3/1/2021,1278,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,تشطيبات مول غرب الشروق,تشطيبات مول غرب الشروق,المقاولات,3445343.9,4062
3/1/2021,1280,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,دار الايتام بالعبور,دار الايتام بالعبور,المقاولات,150000,4102
3/1/2021,1281,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,مبنى خدمات الفحص الفني - بورسعيد,مبنى خدمات الفحص الفني - بورسعيد,المقاولات,25968228.4,4079
3/1/2021,1282,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,منافذ امان,منافذ امان,المقاولات,1236190.5,4090
3/1/2021,1283,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,57ع. رؤية,57ع. رؤية,المقاولات,12373243.5,4023
3/1/2021,1284,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,العاصمه الادرايه,العاصمه الادرايه,المقاولات,25602197.9,4058
3/1/2021,1285,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,22عمارة القاهرة,22عمارة القاهرة,المقاولات,5212026.5,4082
3/1/2021,1287,تسوية عملاء مقاولات - تسوية مستخلصات ميزانيه 31/3/2021,رصف طرق كباري الاسماعيليه,رصف طرق كباري الاسماعيليه,المقاولات,7654384.84,4095
3/1/2021,1682,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,167361,7001
3/1/2021,1682,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار, الشمس 70 ( وحدات مباعه ), الشمس 70 ( وحدات مباعه ),الاستثمار العقارى,48436,7004
3/1/2021,1682,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار,الريهام ( وحدات مباعه ),الريهام ( وحدات مباعه ),الاستثمار العقارى,1439,7005
3/1/2021,1682,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار العقارى,15677,7007
3/1/2021,1682,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار العقارى,109121,7003
3/1/2021,1682,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار,جراج عمارة 14 دارنا ( وحدات مباعه ),جراج عمارة 14 دارنا ( وحدات مباعه ),الاستثمار العقارى,4158,7006
3/1/2021,1682,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,44366,7001
3/1/2021,1683,تسوية عملاء استثمار عقارى - ملحق عقد بالزياده فى قيمه الوحده,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار العقارى,193000,7007
3/1/2021,1684,تسوية عملاء استثمار عقارى - الغاء وحده مباعه بالمشروع,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار العقارى,-953830,7003
3/1/2021,1690,تسوية عملاء استثمار عقارى - اثبات خصم تعجيل السداد الممنوح للعملاء,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,-495,7001
3/1/2021,1690,تسوية عملاء استثمار عقارى - اثبات خصم تعجيل السداد الممنوح للعملاء,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار العقارى,-30312,7003
3/1/2021,1691,تسوية عملاء استثمار عقارى - اثبات خصم تعجيل السداد الممنوح للعملاء,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,-500,7001
3/1/2021,2071,مبيعات الخرسانة - الجيزة,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,68666.67,3001
3/1/2021,2072,مبيعات الخرسانة - نحو,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,56991.23,3001
3/1/2021,2073,مبيعات الخرسانة - هاي ايجي,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,83131.58,3001
3/1/2021,2074,مبيعات الخرسانة - بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,145991.23,3001
3/1/2021,2075,مبيعات الخرسانة - القاهرة,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,12807.02,3001
3/1/2021,2076,مبيعات الخرسانة - دي سي أي,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,37140.35,3001
3/1/2021,2077,مبيعات الاسمنت - النيل,المخزن,المخزن,مخزن الاسمنت,3043984.74,9001
3/1/2021,2226,تسوية عملاء استثمار عقارى - اثبات مبيعات وحدات ستون,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار العقارى,10348773,7003
3/1/2021,2228,تسوية عملاء استثمار عقارى - اثبات جزء من الايراد المؤجل الى ايراد الاستثمار,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار العقارى,356552,7003
4/1/2021,323,النيل للخرسانه الجاهزه,المخزن,المخزن,مخزن الاسمنت,2355652.37,9001
4/1/2021,887,مبيعات خرسانه الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,30000,3001
4/1/2021,888,مبيعات خرسانه القاهره,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,139719.3,3001
4/1/2021,889,مبيعات خرسانه الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,207421.05,3001
4/1/2021,890,مبيعات خرسانه الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,13508.77,3001
4/1/2021,891,مبيعات خرسانه بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,12736.84,3001
4/1/2021,892,مبيعات خرسانه القاهره,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,390692.98,3001
4/1/2021,893,مبيعات خرسانه القاهره,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,355087.72,3001
4/1/2021,894,مبيعات خرسانه الجيزه,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,24833.33,3001
4/1/2021,895,مبيعات خرسانه  محمود السيد,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,16776.32,3001
4/1/2021,896,مبيعات خرسانه  امير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,27605.26,3001
5/1/2021,1160,مبيعات خرسانه اسكوير,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,26776.32,3001
5/1/2021,1436,مبيعات الخرسانة - الجيزة,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,35942.98,3001
5/1/2021,1437,مبيعات الخرسانة - بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,20842.11,3001
5/1/2021,1441,مبيعات الاسمنت - النيل,المخزن,المخزن,مخزن الاسمنت,1206807.02,9001
6/1/2021,0,ايراد السعوديه - خلال الربع الثانى 2021,عملية سارى - مقاولات,عملية سارى - مقاولات,تكاليف السعوديه,10865961.08,8001
6/1/2021,1724,تسوية عملاء استثمار عقارى اثبات مبيعات وحدات بمشروع ستون ريزيدن تم تسليمها للعملاء  فى 30/6/2021,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار العقارى,28436390,7003
6/1/2021,1725,تسوية عملاء استثمار عقارى اثبات مبيعات وحدات بمشروع مول دارنا  1/4/2021,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,1000000,7001
6/1/2021,1726,تسوية عملاء استثمار عقارى اثبات مبيعات وحدة استثمار عقارى بمشروع دارنا,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,642323,7001
6/1/2021,1727,تسوية عملاء استثمار عقارى اثبات مبيعات وحدة استثمار عقارى بمشروع دارنا,رووف العبور ( وحدات مباعه ),رووف العبور ( وحدات مباعه ),الاستثمار العقارى,253873,7008
6/1/2021,1728,تسوية عملاء استثمار عقارى اثبات مبيعات وحده رقم 1 عمارة 17,رووف العبور ( وحدات مباعه ),رووف العبور ( وحدات مباعه ),الاستثمار العقارى,230400,7008
6/1/2021,1729,تسوية عملاء استثمار عقارى اثبات تحويل جزء من الايراد المؤجل للايراد,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار العقارى,1128614,7003
6/1/2021,1730,تسوية عملاء استثمار عقارى الغاء عقد البيع لوحده بالمشروع بحكم المحكمه,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,-503880,7001
6/1/2021,1749,تسويه عملاء استثمار عقارى - اثبات تحويل من الايراد المؤجل لايراد الاستثمار العقارى,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,122648,7001
6/1/2021,1749,تسويه عملاء استثمار عقارى - اثبات تحويل من الايراد المؤجل لايراد الاستثمار العقارى, الشمس 70 ( وحدات مباعه ), الشمس 70 ( وحدات مباعه ),الاستثمار العقارى,5418,7004
6/1/2021,1749,تسويه عملاء استثمار عقارى - اثبات تحويل من الايراد المؤجل لايراد الاستثمار العقارى,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار العقارى,8813,7007
6/1/2021,1749,تسويه عملاء استثمار عقارى - اثبات تحويل من الايراد المؤجل لايراد الاستثمار العقارى,رؤية ( وحدات مباعه ),رؤية ( وحدات مباعه ),الاستثمار العقارى,166925,7003
6/1/2021,1749,تسويه عملاء استثمار عقارى - اثبات تحويل من الايراد المؤجل لايراد الاستثمار العقارى,جراج عمارة 14 دارنا ( وحدات مباعه ),جراج عمارة 14 دارنا ( وحدات مباعه ),الاستثمار العقارى,4158,7006
6/1/2021,1749,تسويه عملاء استثمار عقارى - اثبات تحويل من الايراد المؤجل لايراد الاستثمار العقارى,كارفور- دارنا ( وحدات مباعه ),كارفور- دارنا ( وحدات مباعه ),الاستثمار العقارى,44366,7001
6/1/2021,1749,تسويه عملاء استثمار عقارى - اثبات تحويل من الايراد المؤجل لايراد الاستثمار العقارى,نزهة العبور ( وحدات مباعه ),نزهة العبور ( وحدات مباعه ),الاستثمار العقارى,90000,7007
6/1/2021,1825,تسوية عملاء مقاولات - تسوية المستخلص الختامى قبل الصرف,مول غرب الشروق,مول غرب الشروق,المقاولات,-231647.71,4036
6/1/2021,1826,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,مبنى خدمات الفحص الفنى - بالقطامية ,مبنى خدمات الفحص الفنى - بالقطامية ,المقاولات,5062095.24,4085
6/1/2021,1827,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,مبنى خدمات الفحص الفني - العبور,مبنى خدمات الفحص الفني - العبور,المقاولات,5148047.82,4080
6/1/2021,1828,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,مبنى خدمات الفحص الفنى - سوهاج ,مبنى خدمات الفحص الفنى - سوهاج ,المقاولات,3048257.14,4094
6/1/2021,1829,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,مبنى خدمات الفحص الفنى - 15مايو,مبنى خدمات الفحص الفنى - 15مايو,المقاولات,981420,4093
6/1/2021,1829,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,مبنى خدمات الفحص الفني - بورسعيد,مبنى خدمات الفحص الفني - بورسعيد,المقاولات,8141267.12,4079
6/1/2021,1830,تسوية عملاء مقاولات - تسوية قيمه التعويضات حتى الختامى,2برج الفسطاط,2برج الفسطاط,المقاولات,1663770.96,4031
6/1/2021,1832,تسوية عملاء مقاولات - تسوية المستخلص الختامى,المجزر الى,المجزر الى,المقاولات,-1448.5,4040
6/1/2021,1832,تسوية عملاء مقاولات - تسوية المستخلص الختامى,المجزر الى,المجزر الى,المقاولات,39267.7,4040
6/1/2021,1833,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021 - شركه مشارق للاستثمار العقارى,مول ستون ستريت,مول ستون ستريت,المقاولات,3088596.15,4075
6/1/2021,1834,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,22عمارة القاهرة,22عمارة القاهرة,المقاولات,5238063.59,4082
6/1/2021,1835,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,الاسماعيليه الجديده,7ع الحى الخامس 173م - الاسماعيليه ,المقاولات,545866.19,4066
6/1/2021,1835,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,الاسماعيليه الجديده,20ع الحى الثانى 160م - الاسماعيليه ,المقاولات,308160,4067
6/1/2021,1835,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,الاسماعيليه الجديده,8ع الحى الثانى 173م - الاسماعيليه ,المقاولات,1033950.95,4065
6/1/2021,1836,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,العاصمه الادرايه,العاصمه الادرايه,المقاولات,12461252.23,4058
6/1/2021,1837,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,مبنى الحافلات – العاصمة الإدارية,مبنى الحافلات – العاصمة الإدارية,المقاولات,28421433.33,4107
6/1/2021,1838,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,كوبري تقاطع ترسا مع المريوطية - اللبيني ,كوبري تقاطع ترسا مع المريوطية - اللبيني ,المقاولات,143161112.8,4098
6/1/2021,1839,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,تشطيبات مول غرب الشروق,تشطيبات مول غرب الشروق,المقاولات,5955366.29,4062
6/1/2021,1840,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,كهرباء مول غرب الشروق,كهرباء مول غرب الشروق,المقاولات,20746299.27,4073
6/1/2021,1841,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,مديريه امن الأقصر,مديريه امن الأقصر,المقاولات,44083298.1,4101
6/1/2021,1842,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,دار الايتام بالعبور,دار الايتام بالعبور,المقاولات,503571.43,4102
6/1/2021,1843,تسوية عملاء مقاولات - تسوية مستخلص 8و9 الختامى بعد الصرف ,9 سكوير,9 سكوير,المقاولات,674704.95,4025
6/1/2021,1844,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,معسكر امن قنا,معسكر امن قنا,المقاولات,60251226.61,4096
6/1/2021,1845,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,منافذ امان,منافذ امان,المقاولات,66685.71,4090
6/1/2021,2088,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,محطه الهنادى - الأقصر,محطه الهنادى - الأقصر,المقاولات,154766.34,4100
6/1/2021,2089,تسوية عملاء مقاولات - تسوية مستخلص ميزانيه 30/6/2021,رصف طرق كباري الاسماعيليه,رصف طرق كباري الاسماعيليه,المقاولات,1631587.09,4095
6/1/2021,2090,مبيعات الاسمنت - النيل,المخزن,المخزن,مخزن الاسمنت,483147.37,9001
6/1/2021,2091,مبيعات الخرسانة - بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,14666.67,3001
6/1/2021,2092,مبيعات الخرسانة - هاي ايجي,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,25666.67,3001
6/1/2021,2093,مبيعات الخرسانة - الجيزة,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,35942.98,3001
6/1/2021,2094,مبيعات الخرسانة - بنادر,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,132192.98,3001
6/1/2021,2095,مبيعات الخرسانة - الجيزة,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,66657.89,3001
6/1/2021,2096,مبيعات الخرسانة - الميدان,محطه خلط رويه,محطه خلط رويه,محطات خلط الخرسانه,20986.84,3001
6/1/2021,2454,تسوية عملاء استثمار عقارى - اثبات تحويل جزء من الايراد المؤجل الى ايراد الاستثمار,رووف العبور ( وحدات مباعه ),رووف العبور ( وحدات مباعه ),الاستثمار العقارى,3975,7008
8/1/2021,1070,تسوية عملاء مقاولات اغسطس 2021 - تسوية المستخلص الختامى بعد الصرف,كوبرى الكابلات - عمر المختار,كوبرى الكابلات - عمر المختار,المقاولات,-16.12,4076
8/1/2021,1072,تسوية عملاء مقاولات اغسطس 2021 - اثبات فروق الاسعار,مصارف البكاتوش,مصارف البكاتوش,المقاولات,2277141.71,4057
8/1/2021,1073,تسوية عملاء مقاولات اغسطس 2021 - تسوية المستخلص الختامى بعد الصرف,10ع. الوادي,10ع. الوادي,المقاولات,1475286.25,4024
8/1/2021,1076,تسوية عملاء مقاولات اغسطس 2021 - تسوية المستخلص الختامى بعد الصرف,كوبرى طه حسين,كوبرى طه حسين,المقاولات,983244.75,4083
8/1/2021,1077,تسوية عملاء مقاولات اغسطس 2021 - تسوية المستخلص الختامى بعد الصرف,46ع. العبور,46ع. العبور,المقاولات,680874.99,4007
