Date,No.,Note,Cost Center,Amount,TYPE,Type 2
1-Nov-22,783,العطوه للمقاولات م9,مديريه امن الأقصر,400000.00,Cash Out,Cash Out
1-Nov-22,787,احمد حسين عبدالمنعم  سلفه,مديريه امن الأقصر,500000.00,Cash Out,Cash Out
1-Nov-22,797,العز لتجارة الحديد,مديريه امن الأقصر,171906.90,Cash Out,Cash Out
1-Nov-22,806,السيد الشحات جنيدى,مديريه امن الأقصر,38016.00,Cash Out,Cash Out
1-Nov-22,826,السيد ابراهيم السيد,مديريه امن الأقصر,300000.00,Cash Out,Cash Out
1-Nov-22,844,النور لتجارة وتشغيل المعادن م6,مديريه امن الأقصر,21034.00,Cash Out,Cash Out
1-Nov-22,852,الشروق للمقاولات العموميه م1,مديريه امن الأقصر,15164.00,Cash Out,Cash Out
1-Nov-22,859,سليم عابدين عثمان م8,مديريه امن الأقصر,50000.00,Cash Out,Cash Out
1-Nov-22,866,خيرى الطنطاوى محمد م6,مديريه امن الأقصر,45484.00,Cash Out,Cash Out
1-Nov-22,872,فتحي عبدالسلام احمد م21,مديريه امن الأقصر,100000.00,Cash Out,Cash Out
1-Nov-22,985,جمعية الولاء لضباط الشرطه,مديريه امن الأقصر,197400.00,Cash Out,Cash Out
1-Nov-22,1057,طيبه للصناعات المتطوره,مديريه امن الأقصر,63835.09,Cash Out,Cash Out
1-Nov-22,1122,الفاروق ايجيبت للتند والخيام م1,مديريه امن الأقصر,71498.00,Cash Out,Cash Out
1-Nov-22,1134,الشرق الاوسط للهندسه والتكيفات م5,مديريه امن الأقصر,1000000.00,Cash Out,Cash Out
1-Nov-22,,,مديريه امن الأقصر,1113616.15,Cash Out,اجور
1-Nov-22,,,مديريه امن الأقصر,648027.07,Cash Out,بنوك
1-Dec-22,12,السيد ابراهيم السيد,مديريه امن الأقصر,300000.00,Cash Out,Cash Out
1-Dec-22,16,السيد ابراهيم السيد,مديريه امن الأقصر,183527.00,Cash Out,Cash Out
1-Dec-22,18,السيد ابراهيم السيد,مديريه امن الأقصر,300000.00,Cash Out,Cash Out
1-Dec-22,71,ام بي للتجاره والهندسه,مديريه امن الأقصر,1503720.00,Cash Out,Cash Out
1-Dec-22,110,الربيع للمقاولات,مديريه امن الأقصر,121590.38,Cash Out,Cash Out
1-Dec-22,116,العامر للمقاولات م توقف,مديريه امن الأقصر,144273.00,Cash Out,Cash Out
1-Dec-22,119,برى ميكس للمقاولات م11,مديريه امن الأقصر,128380.00,Cash Out,Cash Out
1-Dec-22,144,الشروق للمقاولات م3,مديريه امن الأقصر,35683.00,Cash Out,Cash Out
1-Dec-22,150,الشروق للمقاولات م1,مديريه امن الأقصر,11796.00,Cash Out,Cash Out
1-Dec-22,154,انكوتك,مديريه امن الأقصر,500000.00,Cash Out,Cash Out
1-Dec-22,198,الربيع للمقاولات,مديريه امن الأقصر,211957.52,Cash Out,Cash Out
1-Dec-22,226,الدياب للتوريدات الكهربائيه,مديريه امن الأقصر,7723.55,Cash Out,Cash Out
1-Dec-22,229,السويدى للصناعات الكهربائيه,مديريه امن الأقصر,300000.00,Cash Out,Cash Out
1-Dec-22,235,جمعية الولاء لضباط الشرطه,مديريه امن الأقصر,101500.00,Cash Out,Cash Out
1-Dec-22,243,موركس لنظم مكافحة الحريق,مديريه امن الأقصر,122068.25,Cash Out,Cash Out
1-Dec-22,244,زاد ميب للحلول الهندسيه,مديريه امن الأقصر,90400.00,Cash Out,Cash Out
1-Dec-22,245,موركس لنظم مكافحة الحريق,مديريه امن الأقصر,18712.80,Cash Out,Cash Out
1-Dec-22,416,زهور الرحمن م1,مديريه امن الأقصر,72013.00,Cash Out,Cash Out
1-Dec-22,438,القاهره للمقاولات دفعه,مديريه امن الأقصر,2000000.00,Cash Out,Cash Out
1-Dec-22,441,مرزوق عبدالعزيز ابراهيم م17,مديريه امن الأقصر,159018.00,Cash Out,Cash Out
1-Dec-22,444,الشرق الاوسط للهندسه دفعه,مديريه امن الأقصر,2000000.00,Cash Out,Cash Out
1-Dec-22,445,فتحي عبدالسلام احمد,مديريه امن الأقصر,50000.00,Cash Out,Cash Out
1-Dec-22,474,سليم عابدين خليل م7,مديريه امن الأقصر,25892.00,Cash Out,Cash Out
1-Dec-22,546,السيد ابراهيم السيد,مديريه امن الأقصر,429477.00,Cash Out,Cash Out
1-Dec-22,590,السيد الشحات جنيدى,مديريه امن الأقصر,34848.00,Cash Out,Cash Out
1-Dec-22,600,الدياب للتوريدات الكهربائيه,مديريه امن الأقصر,687268.77,Cash Out,Cash Out
1-Dec-22,602,الدياب للتوريدات الكهربائيه,مديريه امن الأقصر,83262.02,Cash Out,Cash Out
1-Dec-22,628,المتحده للمقاولات م1,مديريه امن الأقصر,166509.00,Cash Out,Cash Out
1-Dec-22,630,المتحده للمقاولات م1,مديريه امن الأقصر,60044.00,Cash Out,Cash Out
1-Dec-22,632,عبدالسلام فهيم عبدالله م4,مديريه امن الأقصر,112771.00,Cash Out,Cash Out
1-Dec-22,905,السيد ابراهيم السيد,مديريه امن الأقصر,200000.00,Cash Out,Cash Out
1-Dec-22,911,الربيع للمقاولات,مديريه امن الأقصر,126904.40,Cash Out,Cash Out
1-Dec-22,1060,الزهراء للمقاولات دفعه مقدمه,مديريه امن الأقصر,269500.00,Cash Out,Cash Out
1-Dec-22,,,مديريه امن الأقصر,634471.88,Cash Out,اجور
1-Dec-22,,,مديريه امن الأقصر,805603.70,Cash Out,بنوك
1-Jan-23,5,السيد ابراهيم السيد,مديريه امن الأقصر,200000.00,Cash Out,Cash Out
1-Jan-23,19,السيد ابراهيم السيد,مديريه امن الأقصر,100000.00,Cash Out,Cash Out
1-Jan-23,52,ام اف كونستركشن ستيل,مديريه امن الأقصر,609768.00,Cash Out,Cash Out
1-Jan-23,101,الربيع للمقاولات,مديريه امن الأقصر,80798.00,Cash Out,Cash Out
1-Jan-23,124,سان جورج التجاريه,مديريه امن الأقصر,46476.21,Cash Out,Cash Out
1-Jan-23,125,سان جورج التجاريه,مديريه امن الأقصر,14877.84,Cash Out,Cash Out
1-Jan-23,160,النور كريت للمنتجات الاسمنتيه,مديريه امن الأقصر,161591.81,Cash Out,Cash Out
1-Jan-23,174,دار الخبره الهندسيه للمقاولات م9,مديريه امن الأقصر,15241.00,Cash Out,Cash Out
1-Jan-23,176,الشرق الاوسط للهندسه م5,مديريه امن الأقصر,1468538.00,Cash Out,Cash Out
1-Jan-23,179,العطوه للمقاولات م9,مديريه امن الأقصر,200000.00,Cash Out,Cash Out
1-Jan-23,181,الصعود لمقاولات النجاره م2,مديريه امن الأقصر,24629.00,Cash Out,Cash Out
1-Jan-23,190,القاهره للمقاولات والتوريدات دفعه,مديريه امن الأقصر,2000000.00,Cash Out,Cash Out
1-Jan-23,311,اليكترولكس مصر للاجهزه المنزليه,مديريه امن الأقصر,12885.30,Cash Out,Cash Out
1-Jan-23,325,سليم عابدين خليل م9,مديريه امن الأقصر,104740.00,Cash Out,Cash Out
1-Jan-23,333,فتحي عبدالسلام احمد م21,مديريه امن الأقصر,50000.00,Cash Out,Cash Out
1-Jan-23,334,الربيع للمقاولات,مديريه امن الأقصر,85599.50,Cash Out,Cash Out
1-Jan-23,409,السيد ابراهيم السيد,مديريه امن الأقصر,300000.00,Cash Out,Cash Out
1-Jan-23,414,السيد ابراهيم السيد,مديريه امن الأقصر,100000.00,Cash Out,Cash Out
1-Jan-23,444,زهور الرحمن للمقاولات م2,مديريه امن الأقصر,63776.00,Cash Out,Cash Out
1-Jan-23,480,النيل للتجاره والتوريدات,مديريه امن الأقصر,57250.80,Cash Out,Cash Out
1-Jan-23,481,طيبه للتجاره والتوريدات,مديريه امن الأقصر,157070.00,Cash Out,Cash Out
1-Jan-23,482,السيد الشحات جنيدى,مديريه امن الأقصر,34848.00,Cash Out,Cash Out
1-Jan-23,483,طيبه للتجاره والتوريدات,مديريه امن الأقصر,97180.00,Cash Out,Cash Out
1-Jan-23,599,السويدى للصناعات الكهربائيه,مديريه امن الأقصر,413494.18,Cash Out,Cash Out
1-Jan-23,600,اوشن لانظمة الحمايه,مديريه امن الأقصر,148651.50,Cash Out,Cash Out
1-Jan-23,603,اوشن لانظمة الحمايه,مديريه امن الأقصر,119780.00,Cash Out,Cash Out
1-Jan-23,605,الفاروق ايجيبت للتند,مديريه امن الأقصر,34402.00,Cash Out,Cash Out
1-Jan-23,611,زاد ميب للحلول الهندسيه,مديريه امن الأقصر,523698.50,Cash Out,Cash Out
1-Jan-23,733,القاهره للمقاولات والتوريدات دفعه,مديريه امن الأقصر,3500000.00,Cash Out,Cash Out
1-Jan-23,957,السيد ابراهيم السيد,مديريه امن الأقصر,150000.00,Cash Out,Cash Out
1-Jan-23,962,الدياب للتوريدات الكهربائيه,مديريه امن الأقصر,103234.54,Cash Out,Cash Out
1-Jan-23,967,الشروق للمقاولات م2,مديريه امن الأقصر,12626.00,Cash Out,Cash Out
1-Jan-23,971,الشروق للمقاولات م2,مديريه امن الأقصر,4911.00,Cash Out,Cash Out
1-Feb-23,42,السيد ابراهيم السيد,مديريه امن الأقصر,100000.00,Cash Out,Cash Out
1-Feb-23,43,السيد ابراهيم السيد,مديريه امن الأقصر,350000.00,Cash Out,Cash Out
1-Feb-23,69,طيبه للتجاره والتوريدات,مديريه امن الأقصر,104807.50,Cash Out,Cash Out
1-Feb-23,76,النيل للتجاره والتوريدات,مديريه امن الأقصر,62757.00,Cash Out,Cash Out
1-Feb-23,97,ماجيك للاعمال الهندسيه,مديريه امن الأقصر,3917992.50,Cash Out,Cash Out
1-Feb-23,98,ماجيك للاعمال الهندسيه,مديريه امن الأقصر,420812.00,Cash Out,Cash Out
1-Feb-23,100,انظمة القوى المصريه,مديريه امن الأقصر,4897867.50,Cash Out,Cash Out
1-Feb-23,219,فتحي عبدالسلام احمد,مديريه امن الأقصر,74393.00,Cash Out,Cash Out
1-Feb-23,233,النور لتجارة وتشغيل المعادن م7,مديريه امن الأقصر,189199.00,Cash Out,Cash Out
1-Feb-23,237,دار الخبره للمقاولات م3,مديريه امن الأقصر,701446.00,Cash Out,Cash Out
1-Feb-23,243,برى مكس م12,مديريه امن الأقصر,200000.00,Cash Out,Cash Out
1-Feb-23,265,الشروق للمقاولات م4,مديريه امن الأقصر,775334.00,Cash Out,Cash Out
1-Feb-23,354,المجموعه المتحده للمقاولات م7.6,مديريه امن الأقصر,85902.00,Cash Out,Cash Out
1-Feb-23,357,عبدالسلام فهيم عبدالله م1,مديريه امن الأقصر,24364.00,Cash Out,Cash Out
1-Feb-23,521,السيد ابراهيم السيد,مديريه امن الأقصر,200000.00,Cash Out,Cash Out
1-Feb-23,577,انظمة القوى المصريه,مديريه امن الأقصر,16245.00,Cash Out,Cash Out
1-Feb-23,593,السيد ابراهيم السيد,مديريه امن الأقصر,300000.00,Cash Out,Cash Out
1-Feb-23,789,سليم عابدين عثمان م10,مديريه امن الأقصر,50088.00,Cash Out,Cash Out
1-Mar-23,10,السيد ابراهيم السيد,مديريه امن الأقصر,200000.00,Cash Out,Cash Out
1-Mar-23,39,كايزن للحلول المتكامله,مديريه امن الأقصر,177587.20,Cash Out,Cash Out
1-Mar-23,65,الربيع للمقاولات,مديريه امن الأقصر,63920.00,Cash Out,Cash Out
1-Mar-23,165,السلام للمقاولات م9,مديريه امن الأقصر,79996.00,Cash Out,Cash Out
1-Mar-23,178,الحسن للمقاولات العامه مقطوعيه,مديريه امن الأقصر,37753.00,Cash Out,Cash Out
1-Mar-23,189,السيد ابراهيم السيد,مديريه امن الأقصر,164539.23,Cash Out,Cash Out
1-Mar-23,190,السيد ابراهيم السيد,مديريه امن الأقصر,100000.00,Cash Out,Cash Out
1-Mar-23,249,الدياب للتوريدات الكهربائيه,مديريه امن الأقصر,341098.41,Cash Out,Cash Out
1-Mar-23,674,السيد ابراهيم السيد,مديريه امن الأقصر,150000.00,Cash Out,Cash Out
1-Mar-23,768,اس ار تي للمقاولات م1,مديريه امن الأقصر,70031.00,Cash Out,Cash Out
1-Mar-23,770,اس ار تي للمقاولات م2,مديريه امن الأقصر,158291.30,Cash Out,Cash Out
1-Mar-23,779,السيد ابراهيم السيد,مديريه امن الأقصر,97104.00,Cash Out,Cash Out
1-Mar-23,900,السيد ابراهيم السيد,مديريه امن الأقصر,150000.00,Cash Out,Cash Out
1-Mar-23,917,الشرق الاوسط للهندسه والتكييف م6,مديريه امن الأقصر,2000000.00,Cash Out,Cash Out
1-Mar-23,1548,السيد ابراهيم السيد,مديريه امن الأقصر,87700.00,Cash Out,Cash Out
1-Mar-23,1577,الثلاثيه للصناعات الهندسيه,مديريه امن الأقصر,75781.50,Cash Out,Cash Out
1-Apr-23,61,السيد ابراهيم السيد,مديريه امن الأقصر,70000.00,Cash Out,Cash Out
1-Apr-23,76,الثلاثيه للصناعات الهندسيه,مديريه امن الأقصر,227344.50,Cash Out,Cash Out
1-Apr-23,141,اس ار تي للمقاولات م5,مديريه امن الأقصر,45651.02,Cash Out,Cash Out
1-Apr-23,142,اس ار تي للمقاولات م3,مديريه امن الأقصر,82561.46,Cash Out,Cash Out
1-Apr-23,144,اس ار تي للمقاولات م4,مديريه امن الأقصر,80000.66,Cash Out,Cash Out
1-Apr-23,156,احمد محمد رشاد م1,مديريه امن الأقصر,10000000.00,Cash Out,Cash Out
1-Apr-23,205,سليم عابدين خليل م11,مديريه امن الأقصر,136004.00,Cash Out,Cash Out
1-Apr-23,246,العطوه للمقاولات العامه م9,مديريه امن الأقصر,103473.00,Cash Out,Cash Out
1-Apr-23,250,زهور الرحمن للتوريدات م3,مديريه امن الأقصر,100608.00,Cash Out,Cash Out
1-Apr-23,334,الاسلاميه للمقاولات م6,مديريه امن الأقصر,90143.00,Cash Out,Cash Out
1-Apr-23,373,السيد ابراهيم السيد,مديريه امن الأقصر,150000.00,Cash Out,Cash Out
1-Apr-23,395,طيبه للتجاره والتوريدات,مديريه امن الأقصر,53465.95,Cash Out,Cash Out
1-Apr-23,396,النيل للتجاره والتوريدات,مديريه امن الأقصر,135340.80,Cash Out,Cash Out
1-Apr-23,397,طيبه للتجاره والتوريدات,مديريه امن الأقصر,122989.80,Cash Out,Cash Out
1-Apr-23,407,جبالكو مصر,مديريه امن الأقصر,12212.36,Cash Out,Cash Out
1-Apr-23,529,خيرى الطنطاوى محمد م8.7,مديريه امن الأقصر,177667.00,Cash Out,Cash Out
1-Apr-23,552,المتحده للمقاولات م2,مديريه امن الأقصر,28485.00,Cash Out,Cash Out
1-Apr-23,556,الزهراء للمقاولات م1,مديريه امن الأقصر,30144.00,Cash Out,Cash Out
1-Apr-23,760,عبدالسلام فهيم عبدالله م2,مديريه امن الأقصر,23024.00,Cash Out,Cash Out
1-May-23,5,السيد ابراهيم السيد,مديريه امن الأقصر,100000.00,Cash Out,Cash Out
1-May-23,26,ايه ام ايه العرب م1,مديريه امن الأقصر,101238.00,Cash Out,Cash Out
1-May-23,61,كايزن للحلول المتكامله,مديريه امن الأقصر,44870.40,Cash Out,Cash Out
1-May-23,62,كايزن للحلول المتكامله,مديريه امن الأقصر,9690.00,Cash Out,Cash Out
1-Feb-22,817,بروتكشن للهندسه  سلفه,مصنع الالمانيه,1000000.00,Cash Out,Cash Out
1-Feb-22,965,اعمار الصفوه للاستثمار م1,مصنع الالمانيه,68735.00,Cash Out,Cash Out
1-Mar-22,53,ايجي فلور م1,مصنع الالمانيه,194425.00,Cash Out,Cash Out
1-Mar-22,366,كامل عامر حمدته مقطوعيه,مصنع الالمانيه,7944.00,Cash Out,Cash Out
1-Mar-22,515,الشروق للمقاولات م1,مصنع الالمانيه,48732.00,Cash Out,Cash Out
1-Mar-22,522,ايجي فلور  رد حجز العقد,مصنع الالمانيه,64808.00,Cash Out,Cash Out
1-Mar-22,868,كامل عامر حمدته مقطوعيه,مصنع الالمانيه,20449.00,Cash Out,Cash Out
1-Mar-22,1055,عادل جروب للصناعات الخشبيه,مصنع الالمانيه,41580.00,Cash Out,Cash Out
1-Apr-22,159,سيراميكا كليوباترا جروب,مصنع الالمانيه,68224.21,Cash Out,Cash Out
1-Apr-22,311,بشندى عبداللطيف م1,مصنع الالمانيه,165720.00,Cash Out,Cash Out
1-Apr-22,312,اعمار الصفوة للاستثمار العقارى م2,مصنع الالمانيه,157517.00,Cash Out,Cash Out
1-Apr-22,313,فتحي عبدالسلام احمد مقطوعيه,مصنع الالمانيه,15888.00,Cash Out,Cash Out
1-Apr-22,314,كامل عامر حمدته م1,مصنع الالمانيه,53890.00,Cash Out,Cash Out
1-Apr-22,316,السعودية لانظمة الالمنيوم دفعه مقدمه,مصنع الالمانيه,1000000.00,Cash Out,Cash Out
1-Apr-22,317,بروتكشن للهندسه والمشروعات م1,مصنع الالمانيه,545560.00,Cash Out,Cash Out
1-Apr-22,977,حسام محمد لطفي مقطوعيه,مصنع الالمانيه,26036.00,Cash Out,Cash Out
1-Apr-22,1043,الخفه للتوريدات ,مصنع الالمانيه,83855.51,Cash Out,Cash Out
1-Apr-22,1044,الخفه للتوريدات ,مصنع الالمانيه,10612.17,Cash Out,Cash Out
1-May-22,181,كامل عامر حمدته م2,مصنع الالمانيه,20523.00,Cash Out,Cash Out
1-May-22,186,كامل عامر حمدته مقطوعيه,مصنع الالمانيه,49919.00,Cash Out,Cash Out
1-May-22,266,ايجيبت تكنولوجي,مصنع الالمانيه,12900.00,Cash Out,Cash Out
1-May-22,358,جولدن دور مقطوعيه,مصنع الالمانيه,42755.00,Cash Out,Cash Out
1-May-22,689,كامل عامر حمدته مقطوعيه,مصنع الالمانيه,78765.00,Cash Out,Cash Out
1-Jun-22,339,كامل عامر حمدته م3,مصنع الالمانيه,18321.00,Cash Out,Cash Out
1-Jun-22,518,حشمت شعبان هريدى,مصنع الالمانيه,10000.00,Cash Out,Cash Out
1-Jun-22,637,سيراميكا كليوباترا,مصنع الالمانيه,18748.48,Cash Out,Cash Out
1-Jun-22,640,سان جورج التجاريه,مصنع الالمانيه,9975.72,Cash Out,Cash Out
1-Jun-22,807,السعوديه لانظمة الالومنيوم م1 ,مصنع الالمانيه,174286.00,Cash Out,Cash Out
1-Jul-22,9,اسلام مجدى عبدالحميد,مصنع الالمانيه,120000.00,Cash Out,Cash Out
1-Jul-22,138,عادل جروب للصناعات الخشبيه,مصنع الالمانيه,41580.00,Cash Out,Cash Out
1-Jul-22,205,فتحي عبدالسلام احمد مقطوعيه,مصنع الالمانيه,7433.00,Cash Out,Cash Out
1-Jul-22,238,الشرق الاوسط للهندسه م1,مصنع الالمانيه,615041.00,Cash Out,Cash Out
1-Jul-22,251,المصري للمقاولات م1,مصنع الالمانيه,500000.00,Cash Out,Cash Out
1-Jul-22,282,النور للحجاره مقطوعيه,مصنع الالمانيه,205650.00,Cash Out,Cash Out
1-Jul-22,290,الحمد لتشكيل المعادن مقطوعيه,مصنع الالمانيه,49879.00,Cash Out,Cash Out
1-Jul-22,292,سليم عابدين عثمان مقطوعيه,مصنع الالمانيه,34092.00,Cash Out,Cash Out
1-Jul-22,361,حشمت شعبان هريدى,مصنع الالمانيه,20000.00,Cash Out,Cash Out
1-Jul-22,427,السخن للصناعات المعدنيه,مصنع الالمانيه,124080.82,Cash Out,Cash Out
1-Jul-22,479,الاهرام للزجاج دفعه مقدمه,مصنع الالمانيه,190000.00,Cash Out,Cash Out
1-Jul-22,484,المصرى للمقاولات دفعه,مصنع الالمانيه,579909.00,Cash Out,Cash Out
1-Jul-22,665,حشمت شعبان هريدى,مصنع الالمانيه,20000.00,Cash Out,Cash Out
1-Jul-22,725,سليم عابدين مقطوعيه,مصنع الالمانيه,35873.00,Cash Out,Cash Out
1-Aug-22,18,محمد عبدالمهيمن عبدالرحمن,مصنع الالمانيه,12000.00,Cash Out,Cash Out
1-Aug-22,151,اسلام مجدى,مصنع الالمانيه,60000.00,Cash Out,Cash Out
1-Aug-22,244,السعوديه لانظمة الالمنيوم مقطوعيه,مصنع الالمانيه,92531.00,Cash Out,Cash Out
1-Aug-22,335,السخن للصناعات المعدنيه,مصنع الالمانيه,10214.75,Cash Out,Cash Out
1-Aug-22,336,السخن للصناعات المعدنيه,مصنع الالمانيه,52400.43,Cash Out,Cash Out
1-Aug-22,488,بشندى عبداللطيف م2,مصنع الالمانيه,62311.00,Cash Out,Cash Out
1-Aug-22,691,اسلام مجدى,مصنع الالمانيه,70000.00,Cash Out,Cash Out
1-Aug-22,749,محمد حسن عبدالقادر مقطوعيه,مصنع الالمانيه,3222.00,Cash Out,Cash Out
1-Aug-22,998,اسلام مجدى,مصنع الالمانيه,30000.00,Cash Out,Cash Out
1-Aug-22,1040,عادل ميخائيل اندراوس-مقطوعيه,مصنع الالمانيه,13647.00,Cash Out,Cash Out
1-Aug-22,1208,المصرى لمقاولات اعمال الكهرباء,مصنع الالمانيه,500000.00,Cash Out,Cash Out
1-Sep-22,150,المصرى لمقاولات اعمال الكهرباء م2,مصنع الالمانيه,500000.00,Cash Out,Cash Out
1-Sep-22,159,انور خلف صديق مقطوعيه,مصنع الالمانيه,2755.00,Cash Out,Cash Out
1-Sep-22,299,الشروق للمقاولات م2,مصنع الالمانيه,50471.00,Cash Out,Cash Out
1-Sep-22,473,كامل علمر حمدته م4,مصنع الالمانيه,15665.00,Cash Out,Cash Out
1-Sep-22,492,المصرى للمقاولات واعمال الكهرباء م2,مصنع الالمانيه,336077.00,Cash Out,Cash Out
1-Sep-22,870,كامل عامر حمدته م1,مصنع الالمانيه,54644.00,Cash Out,Cash Out
1-Oct-22,325,كامل عامر حمدته م2,مصنع الالمانيه,7181.00,Cash Out,Cash Out
1-Oct-22,382,النور لتجارة وتشغيل المعادن مقطوعيه,مصنع الالمانيه,50728.00,Cash Out,Cash Out
1-Oct-22,628,كامل عامر حمدته م6.5,مصنع الالمانيه,37868.00,Cash Out,Cash Out
1-Nov-22,850,السعوديه لانظمة الالمنيوم م2,مصنع الالمانيه,108428.00,Cash Out,Cash Out
1-Nov-22,1132,المصريه للمقاولات م3,مصنع الالمانيه,300000.00,Cash Out,Cash Out
1-Dec-22,469,المصرى لاعمال الكهربا,مصنع الالمانيه,200000.00,Cash Out,Cash Out
1-Jan-23,71,عادل ميخائسل اندراوس مقطوعيه,مصنع الالمانيه,14811.00,Cash Out,Cash Out
1-Jan-23,431,المهدى للمقاولات م3,مصنع الالمانيه,100000.00,Cash Out,Cash Out
1-Jan-23,550,ايجيبت تكنولوجي,مصنع الالمانيه,1250.00,Cash Out,Cash Out
1-Nov-20,,,معسكر امن قنا,1310.00,Cash Out,اجور
1-Dec-20,91,,معسكر امن قنا,50000.00,Cash Out,Cash Out
1-Dec-20,852,,معسكر امن قنا,47975.00,Cash Out,Cash Out
1-Dec-20,,,معسكر امن قنا,42659.31,Cash Out,اجور
31-Dec-20,,حديد المصريين,معسكر امن قنا,20370312.86,Cash Out,حديد المصريين
1-Jan-21,2,احمد عبدالحميد حسن,معسكر امن قنا,100000.00,Cash Out,Cash Out
1-Jan-21,19,مركز كبار الممولين,معسكر امن قنا,259748.24,Cash Out,Cash Out
1-Jan-21,132,عبدالشافي محمد حسن,معسكر امن قنا,300000.00,Cash Out,Cash Out
1-Jan-21,445,عبدالشافي محمد حسن,معسكر امن قنا,300000.00,Cash Out,Cash Out
1-Jan-21,447,الصعيد للمقاولات العموميه,معسكر امن قنا,200000.00,Cash Out,Cash Out
1-Jan-21,562,,معسكر امن قنا,1500000.00,تحت التسوية,تحت التسوية
1-Jan-21,634,اعمار الصفوه سلفه,معسكر امن قنا,200000.00,Cash Out,Cash Out
1-Jan-21,640,مرزوق عبدالعزيز م1,معسكر امن قنا,116800.00,Cash Out,Cash Out
1-Jan-21,647,احمد عبدالحميد حسن,معسكر امن قنا,150000.00,Cash Out,Cash Out
1-Jan-21,652,ترفينا للمقاولات سلفه,معسكر امن قنا,100000.00,Cash Out,Cash Out
1-Jan-21,719,عبدالشافي محمد حسن,معسكر امن قنا,300000.00,Cash Out,Cash Out
1-Jan-21,722,مركز كبار الممولين,معسكر امن قنا,47619.05,Cash Out,Cash Out
1-Jan-21,,,معسكر امن قنا,124266.99,Cash Out,اجور
1-Feb-21,6,الصعيد للمقاولات العموميه,معسكر امن قنا,100000.00,Cash Out,Cash Out
1-Feb-21,9,اورينت للتامين التكافلي,معسكر امن قنا,48000.00,Cash Out,Cash Out
1-Feb-21,102,محمد عبدالشافي محمد,معسكر امن قنا,150000.00,Cash Out,Cash Out
1-Feb-21,103,الصعيد للمقاولات العموميه,معسكر امن قنا,83906.68,Cash Out,Cash Out
1-Feb-21,231,كافرنج للسيارات,معسكر امن قنا,18450.00,Cash Out,Cash Out
1-Feb-21,279,مرزوق عبدالعزيز م2,معسكر امن قنا,150397.00,Cash Out,Cash Out
1-Feb-21,282,اشرف نصر محمد م1,معسكر امن قنا,60000.00,Cash Out,Cash Out
1-Feb-21,284,ادهم رمضان كمال م1,معسكر امن قنا,60000.00,Cash Out,Cash Out
1-Feb-21,291,اعمار الصفوه سلفه,معسكر امن قنا,250000.00,Cash Out,Cash Out
1-Feb-21,306,المجد للمقاولات سلفه,معسكر امن قنا,200000.00,Cash Out,Cash Out
1-Feb-21,313,الربيع للمقاولات م1,معسكر امن قنا,25340.00,Cash Out,Cash Out
1-Feb-21,353,احمد عبدالحميد حسن,معسكر امن قنا,33622.07,Cash Out,Cash Out
1-Feb-21,372,احمد عبدالحميد حسن,معسكر امن قنا,15000.00,Cash Out,Cash Out
1-Feb-21,390,عبدالشافي محمد حسن,معسكر امن قنا,250000.00,Cash Out,Cash Out
1-Feb-21,468,احمد عبدالحميد حسن,معسكر امن قنا,100000.00,Cash Out,Cash Out
1-Feb-21,491,عبدالشافي محمد حسن,معسكر امن قنا,300000.00,Cash Out,Cash Out
1-Feb-21,493,الصعيد للمقاولات العموميه,معسكر امن قنا,200000.00,Cash Out,Cash Out
1-Feb-21,602,كافرنج,معسكر امن قنا,73178.00,Cash Out,Cash Out
1-Feb-21,616,كافرنج,معسكر امن قنا,2305.00,Cash Out,Cash Out
1-Feb-21,726,ادهم رمضان م2,معسكر امن قنا,105264.00,Cash Out,Cash Out
1-Feb-21,729,اشرف نصر محمد م2,معسكر امن قنا,105264.00,Cash Out,Cash Out
1-Feb-21,732,مرزوق عبدالعزيز م2,معسكر امن قنا,116100.00,Cash Out,Cash Out
1-Feb-21,757,عبدالشافي محمد حسن,معسكر امن قنا,1000000.00,Cash Out,Cash Out
1-Feb-21,758,الصعيد للمقاولات العموميه,معسكر امن قنا,400000.00,Cash Out,Cash Out
1-Feb-21,795,احمد عبدالحميد حسن,معسكر امن قنا,200000.00,Cash Out,Cash Out
1-Feb-21,807,الصعيد للمقاولات العموميه,معسكر امن قنا,324300.47,Cash Out,Cash Out
1-Feb-21,808,عبدالشافي محمد حسن,معسكر امن قنا,278503.40,Cash Out,Cash Out
1-Feb-21,813,اسيكو للخرسانه,معسكر امن قنا,400613.16,Cash Out,Cash Out
1-Feb-21,818,العربيه المصريه للتامين,معسكر امن قنا,30000.00,Cash Out,Cash Out
1-Feb-21,820,الصعيد للمقاولات العموميه,معسكر امن قنا,208382.85,Cash Out,Cash Out
1-Feb-21,823,الصعيد للمقاولات العموميه,معسكر امن قنا,42714.00,Cash Out,Cash Out
1-Feb-21,829,فايز محمود امين,معسكر امن قنا,73733.45,Cash Out,Cash Out
1-Feb-21,835,المجد للمقاولات دفعه,معسكر امن قنا,120000.00,Cash Out,Cash Out
1-Feb-21,836,اشرف فؤاد عسران,معسكر امن قنا,8064.00,Cash Out,Cash Out
1-Feb-21,838,اشرف فؤاد عسران م1,معسكر امن قنا,11127.00,Cash Out,Cash Out
1-Feb-21,863,,معسكر امن قنا,0.00,تحت التسوية,تحت التسوية
1-Feb-21,,,معسكر امن قنا,209860.31,Cash Out,اجور
